Domain;W,U,G;0.187
Rakdos Midrange;B,R;0.126
Esper Midrange;W,U,B;0.114
Mono-Red Aggro;R;0.093
Azorius Soldiers;W,U;0.052
Bant Poison;W,U,G;0.049
Golgari Midrange;B,G;0.048
Dimir Midrange;U,B;0.046
Rakdos Reanimator;B,R;0.030
Esper Tempo;W,U,B;0.018
Azorius Midrange;W,U;0.015
Orzhov Midrange;W,B;0.012
Esper Legends;W,U,B;0.011
Azorius Artifacts;W,U;0.011
Boros Aggro;W,R;0.011
