Burn;R;0.146
Jeskai Affinity;W,U,R;0.112
Golgari Gardens;B,G;0.085
Caw-Gates;W,U,R;0.073
Dimir Faeries;U,B;0.069
Mono-Blue Delver;U;0.063
Grixis Affinity;U,B,R;0.059
Azorius Affinity;W,U;0.057
Dimir Control;U,B;0.051
Walls Combo;U,B,R,G;0.028
Jeskai Ephemerate;W,U,R;0.028
Familiars;W,U;0.026
Boros Synthesizer;W,R;0.024
Mono-Red Synthesizer;R;0.024
Elves;U,R,G;0.020
