Crashing Footfalls;U,R,G;0.142
Rakdos Scam;B,R;0.136
Yawgmoth;B,G;0.111
Murktide Regent;U,R;0.094
Amulet Titan;R,G;0.069
Living End;U,B,R,G;0.044
4/5c Omnath;W,U,R,G;0.037
Hardened Scales;G;0.036
Boros Burn;W,R;0.026
Hammer Time;W,U;0.024
Domain Zoo;W,U,R,G;0.022
Mono-Green Tron;G;0.022
Mono-Black Coffers;B;0.022
Indomitable Creativity;W,U,B,R,G;0.021
Merfolk;U;0.014
